first_name,last_name,name_suffix,npi,address,city,postcode,phone,specialty,record_id
Mohammed,Davies,,9581383997,142 Park Avenue,Leeds,TS25 8XX,83190727519,cardiovascular medicine,R0003893
Priya,Wilson,,0093065229,68 Church Lane,Durham,TS23 6XX,15679638227,cardiology,R0006344
Elena,Smith, Dr,6617733816,217 Park Avenue,Leeds,TS8 5XX,30474775608,cardiovascular medicine,R0005571
Rajesh,Evans,,2187644018,30 Station Road,Durham,TS21 3XX,26048770122,pediatrics,R0000177
Mohammed,Brown,,3075491962,239 Park Avenue,Durham,TS11 3XX,81069515286,orthopaedics,R0000472
Amara,Davies,,1241154303,228 Church Lane,Newcastle,TS11 5XX,01643354828,ortho surgery,R0004034
Amara,Williams, Jr,9522305057,36 Park Avenue,Middlesbrough,TS22 4XX,74440468532,cardiology,R0004626
Lucy,Sharma, Jr,2897078091,22 Church Lane,Durham,TS10 6XX,3409 292 1327,paediatrics,R0006902
A.,Patel,,2575780679,127 Victoria Road,Newcastle,TS19 3XX,17154606144,cardiology,R0007407
John,Ali,,0681756043,100 High St,Durham,TS15 8XX,1766 362 7445,orthopedics,R0001539
Aisha,Smiht,,,13 Station Rd,Durham,TS2 5XX,6559 761 0055,gp,R0006215
Wei,Evans,,3253659631,96 High Street,Durham,TS1 4XX,03809986109,cardiology,R0003012
Wei,Evans,,1802157456,259 Church Lane,Durham,TS9 2XX,11000162508,family medicine,R0001858
W.,Taylor, Jr,3408294606,77 Park Ave,Durham,TS23 1XX,44457526516,paediatrics,R0002650
Grace,Sharma,,9486940211,76 Victoria Road,Durham,TS11 1XX,82526038005,general practice,R0007314
C.,Roberts, Dr,7621207246,124 Station Rd,Newcastle,TS27 5XX,2575 473 1877,ortho surgery,R0003262
Priya,Khan,,2356081929,211 Church Lane,Newcastle,TS22 5XX,94156727522,cardiovascular medicine,R0006828
Wei,Roberts,,9961617016,188 Station Road,Middlesbrough,TS4 3XX,47549749734,pediatrics,R0005106
James,Patel,,3212683780,279 Victoria Road,Middlesbrough,TS20 7XX,84604911754,orthopedics,R0001046
John,Thomas, MD,7215421801,167 Station Rd,Leeds,TS2 2XX,34519547905,general practice,R0004373
Sarah,Thomas,,2240780659,87 Park Avenue,Newcastle,TS24 5XX,96841615782,cardiovascular medicine,R0004302
R.,Roberts, Dr,,206 Park Avenue,Newcastle,TS10 5XX,0696 854 1263,cardiovascular medicine,R0003951
Priya,Jones,,6765483989,174 Park Avenue,Leeds,TS19 4XX,99077690901,paediatrics,R0004906
David,Ali,,2436580133,160 Church Lane,Newcastle,TS28 4XX,56559463491,gp,R0006354
Cehn,Wilson, Jr,,36 Station Road,Durham,TS17 1XX,1370 213 2609,pediatrics,R0001765
David,Roberts,,6182657727,30 Church Lane,Leeds,TS4 5XX,44671295496,gp,R0002268
W.,Patel,,8855795257,6 Park Avenue,York,TS5 1XX,63914508392,general practice,R0007226
R.,Ali, Jr,0364373152,253 church ln,Newcastle,TS8 5XX,0577 639 5721,paediatrics,R0006663
John,Williams,,4424618675,258 Station Road,Durham,TS27 2XX,39881198334,general practice,R0005573
G.,Davies,,3257870920,257 Church Ln,York,TS4 2XX,(2476) 0168031,gp,R0001915
Wei,Taylor,,9991117148,232 Church Lane,Newcastle,TS15 4XX,95167801676,cardiology,R0001426
Priya,Nguyen,,2638246133,254 victoria rd,Newcastle,TS29 7XX,7219 141 4348,cardiovascular medicine,R0006980
J.,Nguyen, MD,,255 park avenue,Middlesbrough,TS21 2XX,1593 515 0983,cardiovascular medicine,R0007316
David,Taylor,,4733512686,27 Victoria Road,Middlesbrough,TS3 7XX,08406968295,gp,R0005674
Mohammed,Patel,,5501063019,135 Station Road,Durham,TS14 2XX,30734182587,cardiovascular medicine,R0000332
Mohammed,Nguyen,,4469832322,177 Church Lane,Middlesbrough,TS16 7XX,40335237192,ortho surgery,R0001755
C.,Ahmed,,0122234029,55 Station Road,Middlesbrough,TS26 1XX,60263633301,cardiovascular medicine,R0007136
John,Roberts,,1118976624,73 Victoria Road,Leeds,TS1 2XX,56446273113,orthopedics,R0004842
John,Williams,,7362096668,105 High St,Newcastle,TS14 5XX,98390122648,orthopaedics,R0003105
Chen,Wilson,,4796650110,247 Church Lane,Leeds,TS1 5XX,62833983952,cardiology,R0005416
A.,Roberts, MD,9488811459,236 station rd,Newcastle,TS26 8XX,1227 640 5742,cardiovascular medicine,R0000811
John,Sharma,,7015286774,68 High Street,York,TS8 6XX,99779409598,gp,R0006774
Priya,Khan,,6096862639,247 Church Lane,Durham,TS1 2XX,69298750117,cardiology,R0005436
A.,Wilson, Jr,1482941149,150 Station Rd,Durham,TS24 7XX,(1572) 9810586,cardiovascular medicine,R0002603
Priya,Evans,,9048784371,94 Station Road,Durham,TS20 1XX,53590947437,ortho surgery,R0000041
Grace,Sharma,,8219002158,86 High Street,York,TS10 7XX,33109489558,ortho surgery,R0005093
Fatima,Taylor,,1735914143,93 Victoria Road,Leeds,TS18 2XX,48629849139,ortho surgery,R0001918
Rajesh,Davies,,3903094097,18 Church Lane,York,TS23 3XX,28268020610,cardiovascular medicine,R0005427
James,Nguyen,,7801637041,257 Park Avenue,Durham,TS17 5XX,02629033192,general practice,R0004647
Elena,Nguyen,,1801853102,59 High St,Durham,TS28 3XX,09637671356,family medicine,R0005026
Omar,Wilson,,3665512514,66 High Street,Durham,TS3 1XX,62332762675,cardiovascular medicine,R0000217
Wei,Taylor,,6980241501,172 High Street,Leeds,TS23 2XX,92037108537,ortho surgery,R0000185
Aisha,Patel,,9293355833,59 Station Road,York,TS1 5XX,53803387436,paediatrics,R0007340
Grace,Ngyuen,,0189290736,213 Victoria Rd,York,TS7 8XX,25189344960,pediatrics,R0004092
D.,Khan, Jr,,267 Victoria Rd,Durham,TS12 6XX,68818673481,paediatrics,R0003168
Amara,Nguyen, Jr,9942088508,158 High Street,Middlesbrough,TS7 7XX,4571 404 2922,paediatrics,R0000586
Wei,Patel,,6274603404,74 Church Lane,York,TS15 7XX,70698378386,cardiovascular medicine,R0001002
Fatima,Wilson,,3803721781,13 Church Lane,Newcastle,TS5 2XX,24843823215,cardiovascular medicine,R0003538
Priya,Davies,,6242083500,267 Park Avenue,York,TS20 8XX,80221449805,pediatrics,R0004507
Sarah,Davies,,4178511455,265 Station Road,York,TS9 6XX,76090905106,gp,R0000087
Chen,Sharma, Jr,7529301905,254 Church Lane,Durham,TS24 4XX,68887357294,pediatrics,R0003197
Omar,Ahmed,,2889060007,233 Park Avenue,Newcastle,TS19 5XX,17936557289,cardiology,R0002614
John,Evans,,8764476047,228 Park Avenue,Middlesbrough,TS13 7XX,71917850110,general practice,R0006993
D.,Ali,,4010334480,273 Victoria Road,Leeds,TS28 2XX,1129 416 5777,ortho surgery,R0001501
Grace,Taylor,,3167608970,35 Church Lane,Leeds,TS19 7XX,88901877246,paediatrics,R0004271
Mohammed,Evans,,,253 High Street,Durham,TS14 2XX,56732652551,orthopedics,R0006602
David,Thomas,,3191416292,96 Park Ave,Middlesbrough,TS4 3XX,8963 323 4620,paediatrics,R0001662
Mohammed,Smith,,8298134899,24 Church Lane,York,TS5 4XX,18352877839,family medicine,R0005608
D.,Thomas, MD,,294 victoria road,Durham,TS19 6XX,8669 755 0473,cardiovascular medicine,R0006487
Lucy,Nguyen,,2433336413,21 Victoria Road,Newcastle,TS2 5XX,91023923239,pediatrics,R0001921
James,Sharma,,,94 High St,Durham,TS28 5XX,(9809) 0284629,cardiology,R0004671
A.,Roberts, MD,3654540447,23 Park Ave,York,TS12 6XX,9822 466 7580,orthopaedics,R0002818
John,Williams,,2396480354,46 Park Avenue,Durham,TS14 8XX,94961102306,cardiology,R0001465
E.,Ahmed,,0797137749,293 Station Road,Durham,TS15 6XX,54888047837,ortho surgery,R0001193
David,Ali,,8013612845,277 Church Lane,Newcastle,TS4 5XX,00494790688,ortho surgery,R0003126
Jmaes,Patel, MD,3212683780,279 Victoria Road,Middlesbrough,TS20 7XX,(8460) 4911754,orthopaedics,R0001047
Sarha,Ahmed,,9818952342,19 park ave,Durham,TS5 1XX,1325 433 7032,cardiology,R0005344
D.,Taylor,,3071816863,62 Park Avenue,Newcastle,TS18 3XX,27151289887,pediatrics,R0006446
Chen,Ahmed, Jr,6042817846,234 church ln,Durham,TS20 3XX,69332983974,paediatrics,R0002112
Grace,Sharma, MD,,255 Park Avenue,Durham,TS23 6XX,(9612) 6782349,orthopedics,R0006250
Elena,Brown,,8652307973,70 Church Lane,Newcastle,TS13 7XX,54524376384,paediatrics,R0001034
John,Jones, Jr,,289 station road,Leeds,TS10 6XX,3925 877 4928,pediatrics,R0006687
C.,Khan, Jr,,202 Church Ln,York,TS21 7XX,(4818) 5166296,pediatrics,R0007076
Fatima,Ali, MD,1241621299,30 Park Ave,Newcastle,TS7 4XX,0959 126 6798,gp,R0000233
Omar,Ali,,0437729177,34 High Street,Durham,TS8 3XX,07857357461,family medicine,R0001175
Wei,Evans,,5356128099,77 Station Road,Leeds,TS6 5XX,27398450054,cardiology,R0000706
Omar,Sharma, Jr,0123496686,187 High St,Durham,TS18 7XX,(6504) 2067028,ortho surgery,R0006317
Chen,Sharma,,1689479842,243 Station Road,Leeds,TS29 6XX,87476732129,cardiovascular medicine,R0001671
Elena,Wilson,,9736925764,193 Church Lane,York,TS15 3XX,87615212175,cardiovascular medicine,R0003217
Elena,Patel,,7206310110,288 Station Road,Newcastle,TS12 1XX,86954503428,gp,R0001864
Fatima,Evans,,6836869847,209 Church Lane,Newcastle,TS3 8XX,82156365340,cardiovascular medicine,R0004925
A.,Nguyen, Jr,5123935782,264 Church Lane,Newcastle,TS28 5XX,7569 778 0865,ortho surgery,R0006566
Mohammed,Patel,,3048599875,185 High Street,Leeds,TS27 1XX,73914848347,cardiology,R0005368
Fatima,Roberts,,9420838376,181 Park Avenue,Durham,TS9 1XX,04866244163,family medicine,R0001188
Sarah,Thomas,,7097340919,177 Park Avenue,Newcastle,TS11 8XX,43394465531,gp,R0001330
Priya,Sharma,,1699910171,42 Park Avenue,York,TS23 1XX,40075703155,paediatrics,R0003749
Aisha,Taylor,,4061687563,103 Park Avenue,Durham,TS6 3XX,74298745958,cardiovascular medicine,R0002851
Elena,Ali,,2349076285,277 Church Ln,Leeds,TS13 7XX,98369607540,cardiology,R0003684
Aisha,Khan,,0377369086,32 Victoria Road,Middlesbrough,TS8 4XX,76324198746,pediatrics,R0003992
Priya,Sharma,,5006146790,274 High Street,Middlesbrough,TS22 1XX,40886956493,pediatrics,R0005169
Priay,Smith,,2474029938,151 park ave,Newcastle,TS26 6XX,36336553406,pediatrics,R0000069
Grace,Ali,,2399395905,238 Victoria Road,Newcastle,TS17 1XX,91385201771,gp,R0003757
David,Davies,,0820586420,273 High Street,Middlesbrough,TS10 5XX,05714373709,paediatrics,R0005133
Elena,Brwon, Dr,,206 Church Lane,York,TS21 5XX,35514209382,paediatrics,R0007287
Omar,Ahmed,,7448372411,193 Station Road,Middlesbrough,TS19 2XX,69916966847,gp,R0006537
David,Evans, Jr,6266174037,11 park avenue,Leeds,TS22 4XX,40981575292,cardiovascular medicine,R0000496
Priya,Williams,,0667136880,178 Church Lane,Middlesbrough,TS24 1XX,81084462642,cardiology,R0000381
Grace,Nguyen,,8758917038,151 Park Avenue,Durham,TS20 2XX,71305880923,pediatrics,R0003617
James,Ahmed,,4937313828,121 Park Avenue,Durham,TS22 5XX,60671553002,general practice,R0001372
Chen,Nguyen,,8174951065,229 Station Road,Leeds,TS23 1XX,11547143791,cardiology,R0005391
James,Smith,,2494852426,4 Church Lane,Middlesbrough,TS20 5XX,07046666543,cardiovascular medicine,R0005960
Aihsa,Thomas, Jr,2242946715,11 Church Lane,Durham,TS14 1XX,48825673386,cardiology,R0005735
Lucy,Patel,,1872873076,41 Church Lane,Leeds,TS11 3XX,82460565646,gp,R0002973
Elena,Jonse, MD,2502208455,107 station rd,Leeds,TS3 7XX,(7678) 0698252,cardiovascular medicine,R0003473
Lucy,Thomas,,1021091521,66 Station Road,Leeds,TS14 5XX,97013525709,ortho surgery,R0006603
Priya,Ali,,6684019906,218 Park Avenue,Middlesbrough,TS23 4XX,25926766721,ortho surgery,R0002206
David,Smith,,1407544880,43 Park Avenue,York,TS23 7XX,76287225364,orthopedics,R0001153
Omar,Sharma,,5876122695,189 Church Lane,Newcastle,TS15 6XX,6853 702 1980,ortho surgery,R0006007
Graec,Smith,,4746374793,8 station rd,Newcastle,TS20 8XX,3317 882 4410,ortho surgery,R0002166
John,Smith, Jr,,184 Church Ln,Middlesbrough,TS15 7XX,6718 540 8635,paediatrics,R0003295
Omar,Jones,,4841308891,97 Station Road,Middlesbrough,TS14 6XX,21137369007,general practice,R0007374
Rajesh,Nguyen,,3305934321,37 Park Avenue,York,TS25 2XX,2691 512 0766,gp,R0006894
Priya,Brown,,9314563952,278 victoria road,Newcastle,TS15 1XX,5516 817 1740,orthopaedics,R0000019
Rajesh,Ahmed, MD,,98 Victoria Rd,Leeds,TS14 7XX,(7637) 8968875,pediatrics,R0003248
Sarah,Wlison,,4393815106,11 Park Avenue,York,TS14 3XX,71496820857,cardiology,R0002574
Elena,Brown,,6721049955,145 Church Lane,Leeds,TS13 8XX,62079138213,pediatrics,R0001811
Priya,Jones,,4285601589,62 Station Road,Newcastle,TS16 6XX,59156560666,paediatrics,R0006160
Priya,Davies,,4671032296,230 Station Road,Durham,TS5 2XX,04655165920,orthopaedics,R0002521
Oamr,Thomas,,0988499537,10 High Street,Leeds,TS1 7XX,(0754) 6082885,general practice,R0002917
Sarah,Khan,,8330494611,42 Park Avenue,Middlesbrough,TS14 3XX,05908570809,family medicine,R0000239
Elena,Smith,,5679896878,48 church lane,York,TS27 4XX,(6610) 6756017,cardiology,R0002351
Aisha,Khan,,9908535484,48 High Street,Leeds,TS16 4XX,59389859428,paediatrics,R0002929
John,Taylor, Jr,9838916059,268 Victoria Rd,York,TS18 7XX,06371477793,orthopaedics,R0004717
Davdi,Khan, MD,,87 Church Ln,Durham,TS22 2XX,52187110327,cardiology,R0003870
Fatima,Ahmed,,9227841814,271 Church Lane,Leeds,TS28 4XX,61831556733,cardiology,R0005540
P.,Brown,,,284 High St,Durham,TS11 4XX,47990778454,family medicine,R0001670
Omar,Wilson,,9674658540,127 Victoria Road,York,TS24 6XX,06422606800,cardiology,R0000773
Mohammed,Williams,,4543848998,97 Church Lane,York,TS20 5XX,(8542) 8642571,paediatrics,R0005911
Grace,Ali,,5221577698,80 Station Road,Newcastle,TS2 6XX,50387571164,general practice,R0004932
A.,Roberts, MD,8235313459,9 Church Lane,Leeds,TS20 7XX,(4428) 8132902,ortho surgery,R0000308
Wei,Smith,,6564381713,70 High Street,Middlesbrough,TS2 3XX,93668902779,paediatrics,R0004149
Chen,Nguyen,,6613057605,238 Victoria Road,Middlesbrough,TS16 3XX,95758274561,cardiovascular medicine,R0002291
Elena,Kahn,,0744225257,26 High Street,Middlesbrough,TS19 3XX,57213448083,paediatrics,R0006167
Elena,Brown,,8162423551,65 High Street,Leeds,TS27 3XX,54304993529,cardiovascular medicine,R0001558
Priya,Roberts,,2354283569,119 Church Lane,York,TS27 4XX,20313551440,pediatrics,R0001720
John,Evans,,0377643419,143 High Street,York,TS22 2XX,95103206508,family medicine,R0004251
Lucy,Brown,,,256 Victoria Road,Leeds,TS15 1XX,23983115953,general practice,R0003761
Graec,Davies, Jr,,210 Church Lane,Newcastle,TS21 4XX,20399860500,pediatrics,R0006081
J.,Thomas, Jr,7215421801,262 High St,Leeds,TS21 5XX,73147506479,family medicine,R0004372
Aisha,Roberts,,8970247781,298 Church Lane,Durham,TS12 3XX,68440209872,orthopaedics,R0004024
Elena,Brown,,0289942907,232 Station Road,Leeds,TS27 8XX,87448925516,orthopedics,R0007329
John,Taylor,,6028689323,125 Church Lane,Leeds,TS12 2XX,39474461311,gp,R0002221
Fatima,Kahn,,2884225382,58 Station Rd,York,TS9 4XX,2841 184 3393,paediatrics,R0006292
Grace,Khan, Dr,,170 Victoria Rd,Newcastle,TS16 3XX,1563 445 8454,cardiovascular medicine,R0002941
Aisha,Khan,,8163471353,48 Station Road,Middlesbrough,TS19 1XX,12713051132,cardiology,R0002641
Aisha,Davies, MD,7808723362,74 Station Road,York,TS22 4XX,(1184) 0302193,cardiology,R0004378
Wei,Evans,,1802157456,259 Church Lane,Durham,TS9 2XX,1100 016 2508,general practice,R0001859
Omar,Evans,,4506797253,44 Park Avenue,Newcastle,TS11 7XX,17773790933,orthopedics,R0005040
Lucy,Wilson,,3440216415,90 Church Lane,Durham,TS29 8XX,40010697737,paediatrics,R0004367
David,Williasm, Jr,5260241244,166 Station Rd,Newcastle,TS15 3XX,5304 345 2452,gp,R0003933
R.,Davies, MD,1032524641,295 Church Ln,Newcastle,TS23 2XX,88695910445,pediatrics,R0006656
Lucy,Khan,,8217913774,197 Church Lane,Newcastle,TS9 6XX,29084324893,orthopedics,R0005859
Priya,Patel,,7531765111,102 High Street,Newcastle,TS11 6XX,99344075357,cardiology,R0000538
Mohammed,Ahmed,,4208958395,239 Victoria Road,Durham,TS27 5XX,89730468765,gp,R0002375
Amara,Smith,,7398199726,259 Victoria Road,Newcastle,TS13 6XX,32642635388,family medicine,R0001197
A.,Brown,,8839710171,180 Victoria Road,Middlesbrough,TS11 1XX,63618448505,cardiology,R0000743
Chen,Davies,,8392590746,170 Victoria Road,Leeds,TS29 8XX,55723303908,cardiology,R0005846
Omar,Thomas,,6120416497,253 Station Road,Leeds,TS13 1XX,70844067429,orthopaedics,R0004816
Fatima,Evans,,0467886155,238 Station Road,Durham,TS18 7XX,02229378076,paediatrics,R0005842
Wei,Khan, MD,2059778567,63 High Street,Leeds,TS7 5XX,51181888782,pediatrics,R0006997
Aisha,Brown,,,238 High Street,Newcastle,TS23 8XX,9848 016 0239,cardiovascular medicine,R0006728
Priya,Sharma,,3961519025,90 Park Avenue,York,TS28 2XX,92736078375,cardiology,R0003424
Rajesh,Roberts,,0461568286,86 Church Lane,York,TS29 6XX,49626967680,paediatrics,R0003328
Amara,Evans,,3135661964,10 Victoria Road,Middlesbrough,TS10 4XX,91754454575,family medicine,R0006808
Elena,Wilson,,8250077363,63 Station Road,York,TS10 7XX,43572946941,paediatrics,R0000222
John,Khan,,1678865422,181 park ave,York,TS8 4XX,39997376728,cardiovascular medicine,R0007484
Lucy,Davies,,3547645645,187 Station Road,Leeds,TS23 2XX,31241199435,orthopedics,R0006368
David,Patel,,5491266398,26 Park Avenue,Durham,TS16 4XX,58014516024,cardiology,R0002399
A.,Taylor,,3874932008,189 High Street,Durham,TS3 2XX,32194479244,gp,R0002795
Aisha,Nguyen, Dr,5065825866,27 Victoria Road,York,TS6 8XX,1577 741 0396,pediatrics,R0002283
A.,Nguyen, MD,,141 Park Avenue,York,TS4 1XX,7682 583 4784,orthopaedics,R0006139
Wei,Jones,,6540637120,6 Station Road,Newcastle,TS15 4XX,22697740785,cardiology,R0000509
David,Nguyen,,2636029796,69 High Street,York,TS26 6XX,58191984403,general practice,R0002260
E.,Brown, Dr,8162423551,65 High St,Leeds,TS27 3XX,54304993529,cardiovascular medicine,R0001559
Grace,Brown,,8949074514,3 Victoria Road,Newcastle,TS24 3XX,71437451191,orthopedics,R0007276
Fatima,Taylor,,6207138046,135 Victoria Road,Leeds,TS10 2XX,92687553577,cardiovascular medicine,R0005168
John,Taylor,,,125 Park Ave,York,TS12 6XX,(6987) 6819425,cardiovascular medicine,R0003590
Mohammed,Evans, MD,,86 Park Ave,Durham,TS23 1XX,0245 235 5567,pediatrics,R0002034
Sarah,Williams,,0478789243,110 Park Avenue,Newcastle,TS26 1XX,51346793501,ortho surgery,R0001775
Elena,Wlison, MD,4913785469,265 victoria rd,Leeds,TS11 8XX,2697 612 2098,cardiovascular medicine,R0007189
Amara,Khan,,0069007771,124 Victoria Road,Durham,TS5 1XX,67755613086,cardiovascular medicine,R0001706
Amara,Roberts,,2660123872,239 Church Lane,Middlesbrough,TS27 6XX,26025625110,cardiovascular medicine,R0005711
Grace,Smith,,4400665421,267 Park Avenue,Leeds,TS21 3XX,46766587007,orthopaedics,R0007238
R.,Brown,,,196 Park Avenue,Newcastle,TS8 8XX,(3686) 0805627,family medicine,R0003658
Jamse,Ahmed, Jr,1350946274,147 Church Lane,Leeds,TS6 4XX,(3553) 1223727,paediatrics,R0004359
John,Ali,,4931681864,224 High Street,Leeds,TS15 3XX,73643844264,general practice,R0007231
John,Roberts, Dr,9896082476,77 park ave,York,TS8 8XX,6532 667 7586,family medicine,R0006018
Sarah,Roberts, MD,9275778959,106 church lane,Middlesbrough,TS11 6XX,08828739545,general practice,R0003939
Lucy,Smith,,8554404342,145 Church Lane,Newcastle,TS3 4XX,20745619882,cardiology,R0005838
Chen,Smiht,,4602670694,126 Victoria Rd,Durham,TS25 6XX,48541379556,pediatrics,R0005683
James,Sharma,,7996989320,36 Victoria Road,Middlesbrough,TS25 5XX,45049334902,general practice,R0007460
E.,Smith,,4769355007,213 Victoria Road,Durham,TS4 6XX,07340247525,cardiovascular medicine,R0001876
Rajesh,Patel,,2561315463,249 Victoria Road,Middlesbrough,TS8 1XX,82078820217,orthopaedics,R0004094
Rajesh,Roberts, MD,8753245327,36 Church Ln,York,TS24 8XX,7728 751 5613,ortho surgery,R0003945
Sarah,Khan,,7263588079,38 Park Avenue,Middlesbrough,TS20 6XX,64564773674,ortho surgery,R0000748
Sarah,Patel, MD,,225 Church Ln,Middlesbrough,TS1 1XX,54896288072,cardiovascular medicine,R0006513
Mohammed,Thomas, MD,3459053083,247 park avenue,Durham,TS26 8XX,91059923691,cardiology,R0001295
James,Taylor,,4201755151,292 Station Road,Newcastle,TS13 1XX,51066271551,cardiovascular medicine,R0002580
Eelna,Khan,,0442886756,252 Station Rd,Middlesbrough,TS18 1XX,15335802320,general practice,R0003819
Priya,Nguyen,,5058507864,283 Park Avenue,Leeds,TS6 7XX,47585335911,orthopedics,R0003790
James,Ahmed,,6206373662,22 Park Avenue,Newcastle,TS24 3XX,22189809800,cardiology,R0003896
Amara,Sharma,,1635902579,298 Victoria Road,York,TS17 4XX,17873824249,pediatrics,R0003386
John,Taylor,,1561362215,163 High Street,Newcastle,TS6 1XX,93151464976,paediatrics,R0004844
Fatima,Ahmed,,5567846387,185 High Street,Durham,TS4 5XX,86058683486,gp,R0005755
Grace,Smith,,4746374793,8 Station Road,Newcastle,TS20 8XX,33178824410,orthopaedics,R0002164
Chen,Sharma,,9238370967,20 High Street,Newcastle,TS15 2XX,10629208758,gp,R0002445
Lucy,Evans,,1309532613,265 High Street,Durham,TS23 6XX,94687487843,gp,R0004439
Elena,Patel,,9085950004,211 Park Avenue,Durham,TS24 5XX,11198022709,general practice,R0004151
Elena,Patel, MD,8104528296,266 High St,York,TS3 7XX,64665332744,general practice,R0001784
David,Williams,,5260241244,166 Station Road,Newcastle,TS15 3XX,53043452452,general practice,R0003932
Aisha,Davies,,5474818922,81 Victoria Road,York,TS21 2XX,47840468871,orthopaedics,R0001297
Omar,Sharma,,9524373079,124 Station Road,Newcastle,TS2 3XX,03698963908,ortho surgery,R0002470
Lucy,Ali,,2595779319,219 church lane,Middlesbrough,TS19 7XX,(7390) 8123407,orthopedics,R0002628
Amara,Jones,,1565600285,279 Station Road,Durham,TS13 2XX,56931831509,paediatrics,R0002855
Grace,Khan,,0499177286,176 Victoria Road,York,TS7 4XX,30066620819,cardiology,R0006082
