loan_id,customer_id,loan_type,loan_amount,loan_term_months,interest_rate,loan_start_date,collateral_type,collateral_value,monthly_loan_payment,loan_purpose,credit_score,debt_to_income_ratio,loan_to_value_ratio,missed_payments_12m,days_past_due,repayment_status,default_flag,risk_band,expected_loss_amount,customer_name,age,gender,nationality,occupation,employment_status,city,state,customer_segment,loyalty_classification,fee_structure,investment_advisor,joined_bank,annual_income,monthly_income,bank_deposits,checking_balance,savings_balance,credit_card_limit,credit_card_balance,credit_utilization_ratio,business_lending,existing_monthly_debt_payment,total_deposit_balance,deposit_to_income_ratio,age_group,income_band,customer_tenure_years,credit_utilization_band,credit_score_band,dti_band,ltv_band,has_recent_delinquency,loan_to_income_ratio,exposure_after_deposits
LOAN000052,CUST08141,Auto Loan,472776.79,48,11.71,2019-09-16,Vehicle,897361.19,12382.82,Vehicle Purchase,671.0,0.451,0.527,1,13,Current,0,Low,6583.54,Aadhya Coleman,56,Male,Indian,Marketing Manager,Self Employed,Chennai,West Bengal,Retail,Gold,Standard,Advisor F,2010-08-27,1069636.79,89136.4,2768865.46,163626.39,1559248.8,79342.3,18854.2,0.238,163640.4,35208.66,4491740.65,4.199,56-65,Middle,15.9,Low,Good,45-60%,<=60%,True,0.44,0.0
LOAN000053,CUST00345,Business Loan,3347341.7,73,11.6,2018-04-01,Business Asset,3527560.88,64132.37,Business Expansion,625.0,1.159,0.949,0,0,Current,0,Medium,964295.37,Maya Chatterjee,21,Female,Indian,Lawyer,Retired,Mumbai,Gujarat,Priority,Silver,Standard,Advisor F,2013-03-26,1031792.31,85982.69,2207340.17,342906.18,1270712.32,127160.64,22923.72,0.18,789646.57,35417.25,3820958.67,3.703,18-25,Middle,13.3,Low,Fair,>60%,80-95%,False,3.24,0.0
LOAN000054,CUST08899,Personal Loan,466688.2,40,13.82,2024-01-08,Unsecured,0.0,14626.04,Personal Expense,680.0,0.833,,6,48,Current,0,High,34713.02,Nisha Sharma,39,Male,Indian,Sales Manager,Salaried,Hyderabad,Karnataka,Retail,Jade,Premium,Advisor F,2020-01-19,1115020.56,92918.38,1899179.24,289455.14,840433.16,152715.72,24082.44,0.158,512857.19,64274.94,3029067.54,2.717,36-45,Middle,6.5,Low,Good,>60%,,True,0.42,0.0
LOAN000055,CUST02822,Auto Loan,297579.38,61,9.31,2019-04-05,Vehicle,322342.6,6141.98,Vehicle Purchase,677.0,0.321,0.923,1,15,Paid Off,0,Low,4012.48,Diya Verma,57,Male,Indian,Sales Manager,Retired,Lucknow,Uttar Pradesh,Private Banking,Jade,Discounted,Advisor F,2022-11-30,459407.8,38283.98,745702.46,116693.18,237415.54,70086.33,8354.71,0.119,60038.07,7430.39,1099811.18,2.394,56-65,Lower Middle,3.6,Low,Good,<=35%,80-95%,True,0.65,0.0
LOAN000056,CUST09186,Auto Loan,923523.07,54,9.48,2021-05-08,Vehicle,1827222.16,21075.23,Vehicle Purchase,787.0,0.223,0.505,0,0,Paid Off,0,Low,6473.69,Vikram Sharma,69,Female,American,Business Owner,Business Owner,Pune,Tamil Nadu,Priority,Jade,Standard,Advisor C,2004-02-07,1641193.11,136766.09,2369377.87,303328.98,701484.63,436864.53,65825.8,0.151,496353.83,5710.98,3374191.48,2.056,66+,High,22.5,Low,Very Good,<=35%,<=60%,False,0.56,0.0
LOAN000057,CUST07573,Auto Loan,407785.4,61,9.58,2021-03-12,Vehicle,653103.01,8470.48,Vehicle Purchase,700.0,0.535,0.624,0,0,Current,0,Low,7870.64,Ishaan Roy,63,Male,Indian,Sales Manager,Self Employed,Ahmedabad,Delhi,Retail,Jade,Discounted,Advisor C,2023-02-23,382495.44,31874.62,755760.98,68222.95,291278.49,106043.83,33460.36,0.316,70887.67,8736.44,1115262.42,2.916,56-65,Low,3.4,Moderate,Good,45-60%,60-80%,False,1.07,0.0
LOAN000058,CUST14797,Home Loan,6247751.46,246,6.54,2021-01-25,Property,9757188.86,46177.13,Home Purchase,662.0,0.425,0.64,0,0,Current,0,Low,89053.76,Aanya Iyer,19,Female,Indian,Government Officer,Salaried,Delhi,West Bengal,Retail,Gold,Discounted,Advisor D,2018-07-09,1812625.62,151052.14,5201556.56,339826.79,3096306.87,495721.02,126683.34,0.256,153713.51,19511.11,8637690.22,4.765,18-25,High,8.0,Low,Fair,35-45%,60-80%,False,3.45,0.0
LOAN000059,CUST07566,Business Loan,1674736.75,74,11.86,2022-09-29,Unsecured,0.0,32014.32,Business Expansion,715.0,0.673,,0,0,Current,0,Low,158118.52,Vikram Iyer,48,Female,Indian,Marketing Manager,Business Owner,Kolkata,Rajasthan,Priority,Jade,Standard,Advisor F,2017-10-23,981263.53,81771.96,1015233.99,44287.34,594627.95,365253.74,141935.91,0.389,670883.93,12611.42,1654149.28,1.686,46-55,Middle,8.8,Moderate,Good,>60%,,False,1.71,20587.469999999972
LOAN000060,CUST14509,Business Loan,7451882.55,95,16.04,2024-02-12,Unsecured,0.0,138970.33,Business Expansion,630.0,0.986,,3,148,Defaulted,1,High,2612943.81,Aanya Coleman,41,Female,Indian,Data Analyst,Contract,Lucknow,Karnataka,Private Banking,Gold,Premium,Advisor C,2004-02-11,2041793.14,170149.43,5147346.56,406333.24,3303367.25,616139.54,126802.37,0.206,60811.5,35445.68,8857047.05,4.338,36-45,High,22.4,Low,Fair,>60%,,True,3.65,0.0
LOAN000061,CUST09021,Home Loan,2142161.91,242,11.7,2024-12-21,Property,3852789.37,23092.66,Home Purchase,693.0,0.659,0.556,0,0,Current,0,Low,55469.72,Maya Khan,36,Female,Indian,Lawyer,Salaried,Hyderabad,Tamil Nadu,Retail,Platinum,Standard,Advisor E,2005-02-20,649353.7,54112.81,1487365.07,287873.84,846855.94,44670.57,8222.79,0.184,438306.95,12716.93,2622094.85,4.038,36-45,Lower Middle,21.4,Low,Good,>60%,<=60%,False,3.3,0.0
LOAN000062,CUST11189,Education Loan,336698.1,70,11.36,2024-01-03,Unsecured,0.0,6600.34,Higher Education,646.0,0.498,,7,175,Late,0,High,22782.45,Kiara Khan,53,Female,Indian,Marketing Manager,Salaried,Jaipur,Telangana,Retail,Silver,Premium,Advisor C,2009-06-21,338050.37,28170.86,790613.57,125990.99,297722.41,92312.82,2613.44,0.028,99838.7,7729.2,1214326.97,3.592,46-55,Low,17.1,Low,Fair,45-60%,,True,1.0,0.0
LOAN000063,CUST01091,Personal Loan,215755.95,39,12.01,2024-07-02,Unsecured,0.0,6709.23,Personal Expense,597.0,0.732,,2,28,Current,0,Medium,26885.97,Aarav Brown,57,Male,Middle Eastern,Unknown,Salaried,Jaipur,Gujarat,Retail,Jade,Standard,Advisor D,2017-05-08,377413.01,31451.08,427196.76,69658.72,140980.28,99165.71,34231.03,0.345,396164.59,16766.07,637835.76,1.69,56-65,Low,9.2,Moderate,Fair,>60%,,True,0.57,0.0
LOAN000064,CUST01024,Business Loan,4676324.51,92,11.84,2022-09-20,Business Asset,8804805.63,77576.61,Business Expansion,664.0,0.681,0.531,0,0,Current,0,Medium,249162.62,Riya Das,45,Female,Indian,Teacher,Business Owner,Bengaluru,Rajasthan,Private Banking,Gold,Standard,Advisor C,2005-02-26,2583687.63,215307.3,5266136.08,265572.67,1622610.39,512042.46,66674.2,0.13,145544.09,59675.59,7154319.14,2.769,36-45,High,21.4,Low,Fair,>60%,<=60%,False,1.81,0.0
LOAN000065,CUST04250,Business Loan,2383078.07,93,13.03,2020-10-28,Property,3576506.24,40831.74,Business Expansion,602.0,1.004,0.666,4,32,Current,0,High,515876.04,Shaurya Das,54,Male,Asian,Factory Supervisor,Business Owner,Chennai,West Bengal,Priority,Jade,Standard,Advisor E,2006-03-08,730472.55,60872.71,1379949.07,197714.42,896453.21,49618.88,12255.64,0.247,2364355.14,16532.29,2474116.7,3.387,46-55,Lower Middle,20.4,Low,Fair,>60%,60-80%,True,3.26,0.0
LOAN000066,CUST01737,Home Loan,6455245.34,228,9.19,2019-01-28,Property,10697675.02,59967.81,Home Purchase,633.0,0.766,0.603,1,10,Current,0,Medium,511422.25,Neha Brown,45,Male,Asian,Consultant,Salaried,Mumbai,Delhi,Priority,Gold,Premium,Advisor D,2012-03-29,1333471.63,111122.64,3304512.65,325284.06,1927860.28,155839.16,20840.05,0.134,1219050.14,28282.35,5557656.99,4.168,36-45,Middle,14.3,Low,Fair,>60%,60-80%,True,4.84,897588.3499999996
LOAN000067,CUST03815,Personal Loan,200012.94,25,14.55,2018-03-01,Unsecured,0.0,9322.3,Personal Expense,649.0,0.357,,4,60,Current,0,Medium,9162.67,Aditya Nair,52,Female,Indian,Retired,Business Owner,Chennai,Karnataka,Retail,Silver,Standard,Advisor B,2001-01-01,858561.05,71546.75,1990612.18,298138.45,1038267.62,286437.35,134269.12,0.469,153153.89,13273.51,3327018.25,3.875,46-55,Middle,25.6,Moderate,Fair,35-45%,,True,0.23,0.0
LOAN000068,CUST07092,Home Loan,5483306.12,247,8.72,2022-05-23,Property,6170692.9,47846.85,Home Purchase,708.0,0.386,0.889,0,0,Current,0,Low,86606.56,Pranav Kapoor,43,Female,Asian,Lawyer,Contract,Hyderabad,Karnataka,Private Banking,Platinum,Premium,Advisor E,2004-04-01,1990823.71,165901.98,3901728.59,680924.07,1376494.62,137306.97,5831.99,0.042,608337.91,44216.05,5959147.28,2.993,36-45,High,22.3,Low,Good,35-45%,80-95%,False,2.75,0.0
LOAN000069,CUST00573,Home Loan,4249396.71,242,9.42,2024-10-05,Property,4852081.63,39278.04,Home Purchase,632.0,0.654,0.876,2,38,Current,0,Medium,312538.64,Ayaan Sharma,38,Male,Indian,Operations Manager,Business Owner,Chennai,Karnataka,Retail,Jade,Premium,Advisor B,2005-10-06,1066490.7,88874.22,2008123.62,311378.18,827468.88,116511.13,42380.0,0.364,85229.87,26363.6,3146970.68,2.951,36-45,Middle,20.8,Moderate,Fair,>60%,80-95%,True,3.98,1102426.0299999998
LOAN000070,CUST12180,Home Loan,1944255.45,246,8.6,2022-11-24,Property,2122434.21,15510.44,Home Purchase,681.0,0.453,0.916,0,0,Current,0,Low,38121.19,Vivaan Menon,30,Female,Indian,Accountant,Retired,Delhi,Delhi,Retail,Silver,Standard,Advisor C,2020-03-04,940364.27,78363.69,875191.51,88353.07,323192.12,240753.41,58005.04,0.241,44088.98,14169.43,1286736.7,1.368,26-35,Middle,6.4,Low,Good,45-60%,80-95%,False,2.07,657518.75
LOAN000071,CUST07715,Auto Loan,335829.25,67,9.44,2020-11-20,Vehicle,376890.55,6468.05,Vehicle Purchase,766.0,0.304,0.891,0,0,Current,0,Low,4190.78,Shawn Gupta,55,Male,Indian,Nurse,Contract,Chennai,Rajasthan,Retail,Gold,Standard,Advisor E,2014-11-15,445939.16,37161.6,1290631.27,66391.45,462264.0,166197.94,1512.66,0.009,592969.53,3908.11,1819286.72,4.08,46-55,Lower Middle,11.7,Low,Very Good,<=35%,80-95%,False,0.75,0.0
LOAN000072,CUST11711,Home Loan,2564012.54,246,6.56,2023-02-21,Property,3265706.13,18981.06,Home Purchase,668.0,0.678,0.785,0,0,Current,0,Medium,84810.38,Ishaan Sharma,29,Male,Indian,Consultant,Business Owner,Ahmedabad,Karnataka,Private Banking,Jade,Standard,Advisor E,2024-04-22,874386.72,72865.56,1620036.21,100363.65,971051.5,252733.8,52230.86,0.207,87843.55,34138.28,2691451.36,3.078,26-35,Middle,2.3,Low,Fair,>60%,60-80%,False,2.93,0.0
LOAN000073,CUST12860,Business Loan,2085270.13,82,12.83,2021-09-24,Property,4048373.96,38313.38,Business Expansion,678.0,0.748,0.515,2,44,Paid Off,0,Medium,130501.24,Neha Patel,18,Male,Indian,Business Owner,Retired,Kolkata,Rajasthan,Private Banking,Jade,Discounted,Advisor F,2006-05-02,906488.43,75540.7,974331.72,146766.72,478294.73,91240.89,52726.93,0.578,73194.41,18133.52,1599393.17,1.764,18-25,Middle,20.2,Moderate,Good,>60%,<=60%,True,2.3,485876.95999999996
LOAN000074,CUST03491,Personal Loan,214399.69,31,15.93,2023-12-15,Unsecured,0.0,8481.7,Personal Expense,682.0,0.559,,0,0,Current,0,Low,7440.5,Maya Mehta,35,Male,Indian,Nurse,Salaried,Hyderabad,Delhi,Private Banking,Jade,Standard,Advisor D,2023-10-27,1288268.29,107355.69,1798067.9,151955.27,748937.15,168815.53,34080.42,0.202,155135.49,47166.76,2698960.32,2.095,26-35,Middle,2.7,Low,Good,45-60%,,False,0.17,0.0
LOAN000075,CUST04449,Home Loan,1619491.06,231,9.31,2023-02-07,Property,2002574.72,15097.15,Home Purchase,664.0,0.476,0.809,2,36,Current,0,Medium,30928.08,Riya Singh,48,Female,Indian,Consultant,Self Employed,Kolkata,Rajasthan,Private Banking,Platinum,Premium,Advisor C,2023-10-29,545936.9,45494.74,1260649.12,90620.31,434259.46,157497.87,34200.05,0.217,40683.2,10377.54,1785528.89,3.271,46-55,Lower Middle,2.7,Low,Fair,45-60%,80-95%,True,2.97,0.0
LOAN000076,CUST01586,Home Loan,7616055.54,240,7.88,2019-07-05,Property,8958174.56,63136.13,Home Purchase,669.0,1.116,0.85,3,60,Current,0,High,806768.08,Aadhya Kapoor,48,Male,Indian,Shop Owner,Salaried,Kolkata,Tamil Nadu,Priority,Jade,Standard,Advisor B,2017-07-08,1267406.2,105617.18,1864500.6,88917.63,914208.31,106376.54,11382.04,0.107,105636.65,49679.01,2867626.54,2.263,46-55,Middle,9.0,Low,Fair,>60%,80-95%,True,6.01,4748429.0
LOAN000077,CUST07912,Business Loan,1708227.58,85,12.07,2019-04-12,Unsecured,0.0,29992.25,Business Expansion,781.0,0.784,,3,63,Current,0,Medium,213925.36,Neha Roy,36,Female,Indian,Teacher,Self Employed,Pune,Uttar Pradesh,Retail,Silver,Standard,Advisor C,2013-05-22,938061.79,78171.82,904942.07,135322.4,401100.5,81782.96,23841.54,0.292,575581.98,27851.68,1441364.97,1.537,36-45,Middle,13.2,Low,Very Good,>60%,,True,1.82,266862.6100000001
LOAN000078,CUST12154,Home Loan,4580793.3,251,7.21,2020-08-22,Property,6760862.52,35391.67,Home Purchase,646.0,0.497,0.678,5,70,Current,0,Medium,192050.0,Meera Singh,73,Male,Indian,Accountant,Self Employed,Ahmedabad,Telangana,Private Banking,Jade,Premium,Advisor D,2023-05-31,1159949.66,96662.47,1995445.01,380900.08,1179360.0,209586.7,22334.76,0.107,101150.25,25243.54,3555705.09,3.065,66+,Middle,3.1,Low,Fair,45-60%,60-80%,True,3.95,1025088.21
LOAN000079,CUST03271,Auto Loan,242271.52,53,10.01,2020-10-27,Vehicle,311180.44,5674.58,Vehicle Purchase,704.0,0.431,0.779,1,25,Current,0,Low,3961.22,Aanya Nair,36,Female,Indian,Architect,Business Owner,Lucknow,West Bengal,Priority,Jade,Standard,Advisor F,2005-08-20,897396.23,74783.02,1559086.9,74736.09,493964.65,119739.38,34714.66,0.29,181665.22,29744.29,2127787.64,2.371,36-45,Middle,20.9,Low,Good,35-45%,60-80%,True,0.27,0.0
LOAN000080,CUST06524,Home Loan,1509077.81,239,9.21,2022-06-09,Property,1775256.88,13802.16,Home Purchase,636.0,0.593,0.85,5,180,Defaulted,1,High,169718.73,Reyansh Patel,74,Female,Indian,Nurse,Retired,Pune,Karnataka,Retail,Platinum,Standard,Advisor B,2002-08-19,629225.07,52435.42,890174.8,98192.03,228840.09,61498.86,41257.16,0.671,894314.87,21097.78,1217206.92,1.934,66+,Lower Middle,23.9,High,Fair,45-60%,80-95%,True,2.4,291870.89000000013
LOAN000081,CUST12128,Home Loan,5199393.59,244,9.32,2020-05-30,Property,9398383.07,47587.28,Home Purchase,689.0,0.662,0.553,0,0,Current,0,Low,135457.69,Nisha Verma,35,Female,Asian,Accountant,Salaried,Delhi,Karnataka,Private Banking,Jade,Discounted,Advisor B,2011-06-06,1531094.75,127591.23,1370163.11,167967.04,607146.03,363172.61,72935.05,0.201,213870.05,30835.35,2145276.18,1.401,26-35,High,15.1,Low,Good,>60%,<=60%,False,3.4,3054117.4099999997
LOAN000082,CUST02755,Business Loan,2141981.94,72,13.25,2025-04-16,Business Asset,4238703.11,43281.51,Business Expansion,649.0,0.873,0.505,1,10,Current,0,Medium,344695.1,Ishaan Chatterjee,49,Male,Indian,Accountant,Salaried,Bengaluru,Uttar Pradesh,Priority,Silver,Standard,Advisor D,2005-01-23,1174254.93,97854.58,2364731.35,399967.31,1445973.38,122956.58,23364.89,0.19,1378456.61,32560.71,4210672.04,3.586,46-55,Middle,21.5,Low,Fair,>60%,<=60%,True,1.82,0.0
LOAN000083,CUST07492,Home Loan,4866185.7,249,6.88,2024-12-19,Property,7677710.18,36751.6,Home Purchase,669.0,1.052,0.634,7,180,Defaulted,1,High,380963.99,Shaurya Bose,64,Male,Indian,Lawyer,Retired,Kolkata,Telangana,Priority,Jade,Standard,Advisor A,2021-10-18,679499.1,56624.92,505709.88,32687.91,144738.39,91133.05,7011.31,0.077,37832.31,18047.42,683136.18,1.005,56-65,Lower Middle,4.8,Low,Fair,>60%,60-80%,True,7.16,4183049.52
LOAN000084,CUST03876,Education Loan,614859.13,84,11.59,2018-08-30,Unsecured,0.0,10719.59,Higher Education,708.0,0.324,,1,19,Current,0,Low,10806.79,Maya Gupta,23,Female,Indian,Teacher,Salaried,Mumbai,West Bengal,Retail,Silver,Standard,Advisor F,2005-01-02,1552418.61,129368.22,2741129.12,215416.38,1311734.47,496342.3,128592.5,0.259,101044.59,22336.44,4268279.97,2.749,18-25,High,21.6,Low,Good,<=35%,,True,0.4,0.0
LOAN000085,CUST07458,Personal Loan,409470.47,37,13.69,2019-03-06,Unsecured,0.0,13628.38,Personal Expense,604.0,0.461,,5,110,Current,0,High,25042.92,Vivaan Kapoor,18,Male,Indian,Self Employed,Salaried,Kolkata,Karnataka,Priority,Jade,Standard,Advisor A,2019-01-07,846094.63,70507.89,698766.26,28199.45,402769.12,84259.06,12064.06,0.143,986425.82,18523.9,1129734.83,1.335,18-25,Middle,7.5,Low,Fair,45-60%,,True,0.48,0.0
LOAN000086,CUST11522,Home Loan,2487023.4,245,11.26,2022-12-26,Property,3437871.93,25971.34,Home Purchase,655.0,0.681,0.723,0,0,Current,0,Medium,78805.05,Ira Menon,43,Female,Indian,Doctor,Salaried,Lucknow,Telangana,Retail,Gold,Standard,Advisor C,2019-04-22,618605.75,51550.48,1142591.3,174212.9,661885.0,123622.66,28442.8,0.23,76185.64,11435.01,1978689.2,3.199,36-45,Lower Middle,7.3,Low,Fair,>60%,60-80%,False,4.02,508334.19999999995
LOAN000087,CUST01722,Home Loan,2431451.5,233,9.86,2023-12-14,Property,3128581.85,23464.71,Home Purchase,634.0,0.981,0.777,3,39,Current,0,High,348530.27,Aanya Sharma,27,Male,American,Self Employed,Salaried,Jaipur,Delhi,Retail,Gold,Standard,Advisor D,2016-08-10,439994.6,36666.22,652133.19,74452.52,319963.32,119532.91,15066.22,0.126,87732.61,13224.98,1046549.03,2.379,26-35,Lower Middle,10.0,Low,Fair,>60%,60-80%,True,5.53,1384902.47
LOAN000088,CUST06503,Auto Loan,745557.25,72,9.41,2018-11-14,Vehicle,1162582.66,13591.28,Vehicle Purchase,649.0,0.35,0.641,1,12,Current,0,Medium,20227.03,Riya Rao,37,Male,Indian,Factory Supervisor,Self Employed,Pune,Rajasthan,Private Banking,Gold,Standard,Advisor E,2018-09-18,1668473.11,139039.43,2409836.09,141862.43,903346.47,583122.45,193657.25,0.332,30067.98,24259.35,3455044.99,2.071,36-45,High,7.8,Moderate,Fair,<=35%,60-80%,True,0.45,0.0
LOAN000089,CUST08638,Auto Loan,584209.12,64,10.48,2023-03-13,Vehicle,700755.16,11954.52,Vehicle Purchase,645.0,0.485,0.834,7,70,Late,0,High,26895.91,Meera Gupta,40,Female,Indian,Factory Supervisor,Salaried,Bengaluru,Gujarat,Retail,Gold,Discounted,Advisor A,2015-06-26,1177684.8,98140.4,3590032.37,292335.13,1089831.63,240112.65,103327.0,0.43,126184.81,38827.45,4972199.13,4.222,36-45,Middle,11.1,Moderate,Fair,45-60%,80-95%,True,0.5,0.0
LOAN000090,CUST01083,Auto Loan,639737.46,55,12.92,2022-05-18,Vehicle,827096.25,15474.16,Vehicle Purchase,713.0,0.697,0.773,0,0,Current,0,Low,22085.3,Pooja Menon,58,Female,Indian,Self Employed,Salaried,Jaipur,West Bengal,Priority,Gold,Discounted,Advisor A,2007-04-28,1457683.39,121473.62,3137912.33,402111.87,1993123.72,387039.76,116845.15,0.302,200512.15,70245.34,5533147.92,3.796,56-65,Middle,19.2,Moderate,Good,>60%,60-80%,False,0.44,0.0
LOAN000091,CUST13356,Home Loan,4148392.22,240,9.3,2025-03-02,Property,5423893.53,38128.28,Home Purchase,606.0,0.591,0.765,9,180,Defaulted,1,High,239066.78,Sai Iyer,51,Male,Indian,Factory Supervisor,Business Owner,Jaipur,Delhi,Private Banking,Silver,Premium,Advisor D,2002-08-04,881884.67,73490.39,1145474.11,121084.46,293761.78,232604.0,72871.25,0.313,37920.73,7873.88,1560320.35,1.769,46-55,Middle,24.0,Moderate,Fair,45-60%,60-80%,True,4.7,2588071.87
LOAN000092,CUST12536,Home Loan,4130728.46,237,9.6,2024-04-20,Property,7802013.38,38937.23,Home Purchase,643.0,0.567,0.529,4,68,Late,0,Medium,185511.85,Pranav Iyer,37,Male,Indian,Factory Supervisor,Salaried,Ahmedabad,Uttar Pradesh,Priority,Jade,Standard,Advisor E,2013-03-03,946257.5,78854.79,698801.09,127062.14,334423.75,303360.69,85524.12,0.282,146136.52,6923.04,1160286.98,1.226,36-45,Middle,13.4,Low,Fair,45-60%,<=60%,True,4.37,2970441.48
LOAN000093,CUST07981,Home Loan,3376706.34,230,10.38,2024-11-29,Property,4315631.74,33882.18,Home Purchase,652.0,0.557,0.782,0,0,Current,0,Medium,79417.66,Maya Wilson,32,Male,Indian,Sales Manager,Contract,Mumbai,Telangana,Retail,Platinum,Premium,Advisor F,2004-04-29,1011174.41,84264.53,2863116.84,402392.77,1839627.23,352990.4,46826.3,0.133,51741.74,16342.36,5105136.84,5.049,26-35,Middle,22.2,Low,Fair,45-60%,60-80%,False,3.34,0.0
LOAN000094,CUST04580,Home Loan,1947157.61,252,7.74,2025-04-19,Property,2189306.22,15657.13,Home Purchase,662.0,0.497,0.889,0,0,Current,0,Low,42307.39,Ishaan Cunningham,34,Female,Middle Eastern,Architect,Self Employed,Chennai,Delhi,Retail,Jade,Standard,Advisor F,2010-05-05,839791.88,69982.66,685107.4,100209.48,313876.97,154454.26,33295.73,0.216,78882.05,19393.73,1099193.85,1.309,26-35,Middle,16.2,Low,Fair,45-60%,80-95%,False,2.32,847963.76
LOAN000095,CUST07251,Business Loan,4185663.51,77,11.9,2021-07-27,Business Asset,8100737.57,77985.54,Business Expansion,584.0,0.93,0.517,2,28,Current,0,High,750284.03,Vivaan Mehta,40,Male,Indian,Accountant,Salaried,Bengaluru,Rajasthan,Private Banking,Silver,Standard,Advisor B,2010-12-13,2028501.17,169041.76,4295238.74,826721.77,1640742.49,637945.53,257548.89,0.404,52863.32,80819.06,6762703.0,3.334,36-45,High,15.6,Moderate,Fair,>60%,<=60%,True,2.06,0.0
LOAN000096,CUST01820,Home Loan,4010760.73,246,8.97,2020-12-21,Property,6686951.22,35694.87,Home Purchase,631.0,0.857,0.6,1,18,Paid Off,0,Medium,393173.38,Riya Wilson,57,Male,Indian,Accountant,Salaried,Mumbai,Uttar Pradesh,Private Banking,Gold,Standard,Advisor C,2009-09-11,1154776.81,96231.4,3113635.49,394674.66,800371.31,358209.63,90806.66,0.254,182496.17,39598.72,4308681.46,3.731,56-65,Middle,16.9,Low,Fair,>60%,<=60%,True,3.47,0.0
LOAN000097,CUST02392,Home Loan,2210429.7,240,8.88,2018-10-20,Property,2723759.19,19717.54,Home Purchase,694.0,0.583,0.812,0,0,Current,0,Low,57343.91,Reyansh Iyer,73,Female,Asian,Factory Supervisor,Salaried,Kolkata,Tamil Nadu,Priority,Silver,Standard,Advisor E,2018-04-18,1051265.66,87605.47,911437.45,107792.9,560598.65,265422.02,77863.87,0.293,2042522.47,30748.89,1579829.0,1.503,66+,Middle,8.3,Low,Good,45-60%,80-95%,False,2.1,630600.7000000002
LOAN000098,CUST00832,Business Loan,1774713.54,80,12.53,2019-08-21,Unsecured,0.0,32833.76,Business Expansion,659.0,0.764,,3,75,Restructured,0,Medium,211450.43,Nisha Brown,42,Male,Indian,Marketing Manager,Self Employed,Pune,Telangana,Private Banking,Silver,Standard,Advisor D,2015-02-13,1120277.58,93356.47,1516755.91,184656.12,435914.41,115054.85,41914.71,0.364,59058.94,45141.48,2137326.44,1.908,36-45,Middle,11.4,Moderate,Fair,>60%,,True,1.58,0.0
LOAN000099,CUST06917,Education Loan,655349.05,72,11.97,2019-08-17,Unsecured,0.0,12801.98,Higher Education,680.0,0.499,,0,0,Current,0,Low,19148.71,Reyansh Patel,38,Male,Asian,Business Owner,Salaried,Bengaluru,Rajasthan,Retail,Silver,Standard,Advisor D,2017-06-28,921219.33,76768.28,1116090.01,113604.46,536337.07,328185.35,99391.02,0.303,181828.87,20497.21,1766031.54,1.917,36-45,Middle,9.1,Moderate,Good,45-60%,,False,0.71,0.0
LOAN000100,CUST08441,Business Loan,2387031.37,89,12.31,2025-08-05,Unsecured,0.0,41029.94,Business Expansion,731.0,0.624,,1,8,Current,0,Low,198111.17,Shaurya Das,40,Male,Indian,Architect,Business Owner,Lucknow,Tamil Nadu,Priority,Silver,Standard,Advisor F,2002-12-31,1201253.92,100104.49,1509910.72,131965.32,634387.02,155359.63,44099.55,0.284,1448301.76,17838.04,2276263.06,1.895,36-45,Middle,23.6,Low,Good,>60%,,True,1.99,110768.31000000006
LOAN000101,CUST04549,Personal Loan,452104.58,32,12.89,2018-03-20,Unsecured,0.0,16770.29,Personal Expense,654.0,0.409,,0,0,Paid Off,0,Low,10182.09,Sara Rao,31,Female,Indian,Teacher,Business Owner,Chennai,Tamil Nadu,Private Banking,Silver,Standard,Advisor D,2010-09-23,1761510.46,146792.54,3988161.62,435989.64,1058181.85,585371.97,111609.05,0.191,40680.32,51544.98,5482333.11,3.112,26-35,High,15.8,Low,Fair,35-45%,,False,0.26,0.0
LOAN000102,CUST14347,Education Loan,312166.3,73,12.27,2020-03-23,Unsecured,0.0,6089.77,Higher Education,701.0,0.59,,0,0,Current,0,Low,11833.63,Sai Verma,44,Female,European,Nurse,Contract,Kolkata,Telangana,Retail,Silver,Premium,Advisor B,2015-09-26,328024.88,27335.41,520712.73,68567.99,306603.05,61701.26,21373.96,0.346,46093.72,7841.69,895883.77,2.731,36-45,Low,10.8,Moderate,Good,45-60%,,False,0.95,0.0
